league,season,team,matches_played,goals_for,goals_against,wins,draws,losses,points,gf_per_game,ga_per_game,gd_per_game,pts_per_game,win_rate,draw_rate,loss_rate,build_up_speed,build_up_passing,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,defense_pressure,defense_aggression,defense_width,cluster
Scotland Premier League,2014/2015,Inverness Caledonian Thistle,38,52,42,19,8,11,65,1.368421052631579,1.105263157894737,0.2631578947368421,1.7105263157894737,0.5,0.2105263157894736,0.2894736842105263,48.0,32.0,57.0,48.0,69.0,44.0,44.0,51.0,3.0
Scotland Premier League,2014/2015,Kilmarnock,38,44,59,11,8,19,41,1.1578947368421053,1.5526315789473684,-0.3947368421052631,1.0789473684210529,0.2894736842105263,0.2105263157894736,0.5,50.0,60.0,49.0,62.0,47.0,46.0,46.0,52.0,1.0
Scotland Premier League,2014/2015,Motherwell,38,38,63,10,6,22,36,1.0,1.6578947368421053,-0.6578947368421053,0.9473684210526316,0.2631578947368421,0.1578947368421052,0.5789473684210527,64.0,55.0,44.0,45.0,27.0,37.0,44.0,51.0,2.0
Scotland Premier League,2014/2015,Partick Thistle F.C.,38,48,44,12,10,16,46,1.263157894736842,1.1578947368421053,0.1052631578947368,1.2105263157894737,0.3157894736842105,0.2631578947368421,0.4210526315789473,48.0,47.0,47.0,53.0,60.0,46.0,46.0,49.0,2.0
Scotland Premier League,2014/2015,Ross County FC,38,46,63,12,8,18,44,1.2105263157894737,1.6578947368421053,-0.4473684210526316,1.1578947368421053,0.3157894736842105,0.2105263157894736,0.4736842105263157,45.0,60.0,46.0,49.0,58.0,36.0,53.0,34.0,2.0
Scotland Premier League,2014/2015,St. Johnstone FC,38,34,34,16,9,13,57,0.8947368421052632,0.8947368421052632,0.0,1.5,0.4210526315789473,0.2368421052631578,0.3421052631578947,62.0,48.0,47.0,49.0,40.0,37.0,48.0,55.0,2.0
Scotland Premier League,2014/2015,St. Mirren,38,30,66,9,3,26,30,0.7894736842105263,1.736842105263158,-0.9473684210526316,0.7894736842105263,0.2368421052631578,0.0789473684210526,0.6842105263157895,38.0,33.0,53.0,58.0,53.0,60.0,58.0,48.0,0.0
Scotland Premier League,2015/2016,Aberdeen,38,62,48,22,5,11,71,1.631578947368421,1.263157894736842,0.3684210526315789,1.868421052631579,0.5789473684210527,0.131578947368421,0.2894736842105263,59.0,53.0,51.0,72.0,63.0,49.0,45.0,63.0,1.0
Scotland Premier League,2015/2016,Celtic,38,93,31,26,8,4,86,2.4473684210526314,0.8157894736842105,1.631578947368421,2.263157894736842,0.6842105263157895,0.2105263157894736,0.1052631578947368,54.0,53.0,51.0,51.0,62.0,58.0,55.0,56.0,1.0
Scotland Premier League,2015/2016,Dundee FC,38,53,57,11,15,12,48,1.394736842105263,1.5,-0.1052631578947368,1.263157894736842,0.2894736842105263,0.3947368421052631,0.3157894736842105,47.0,48.0,32.0,61.0,65.0,50.0,44.0,52.0,0.0
Scotland Premier League,2015/2016,Dundee United,38,45,70,8,7,23,31,1.1842105263157894,1.8421052631578947,-0.6578947368421053,0.8157894736842105,0.2105263157894736,0.1842105263157894,0.6052631578947368,60.0,53.0,55.0,49.0,45.0,48.0,42.0,53.0,2.0
Scotland Premier League,2015/2016,Hamilton Academical FC,38,42,63,11,10,17,43,1.105263157894737,1.6578947368421053,-0.5526315789473685,1.131578947368421,0.2894736842105263,0.2631578947368421,0.4473684210526316,48.0,47.0,73.0,53.0,71.0,55.0,48.0,52.0,3.0
Scotland Premier League,2015/2016,Heart of Midlothian,38,59,40,18,11,9,65,1.5526315789473684,1.0526315789473684,0.5,1.7105263157894737,0.4736842105263157,0.2894736842105263,0.2368421052631578,55.0,62.0,55.0,61.0,60.0,49.0,52.0,57.0,1.0
Scotland Premier League,2015/2016,Inverness Caledonian Thistle,38,54,48,14,10,14,52,1.4210526315789471,1.263157894736842,0.1578947368421052,1.368421052631579,0.3684210526315789,0.2631578947368421,0.3684210526315789,48.0,32.0,57.0,48.0,69.0,44.0,44.0,51.0,3.0
Scotland Premier League,2015/2016,Kilmarnock,38,41,64,9,9,20,36,1.0789473684210529,1.6842105263157894,-0.6052631578947368,0.9473684210526316,0.2368421052631578,0.2368421052631578,0.5263157894736842,50.0,60.0,49.0,62.0,47.0,46.0,46.0,52.0,1.0
Scotland Premier League,2015/2016,Motherwell,38,47,63,15,5,18,50,1.236842105263158,1.6578947368421053,-0.4210526315789473,1.3157894736842106,0.3947368421052631,0.131578947368421,0.4736842105263157,64.0,55.0,44.0,45.0,27.0,37.0,44.0,51.0,2.0
Scotland Premier League,2015/2016,Partick Thistle F.C.,38,41,50,12,10,16,46,1.0789473684210529,1.3157894736842106,-0.2368421052631578,1.2105263157894737,0.3157894736842105,0.2631578947368421,0.4210526315789473,48.0,47.0,47.0,53.0,60.0,46.0,46.0,49.0,2.0
Scotland Premier League,2015/2016,Ross County FC,38,55,61,14,6,18,48,1.4473684210526316,1.605263157894737,-0.1578947368421052,1.263157894736842,0.3684210526315789,0.1578947368421052,0.4736842105263157,45.0,60.0,46.0,49.0,58.0,36.0,53.0,34.0,2.0
Scotland Premier League,2015/2016,St. Johnstone FC,38,58,55,16,8,14,56,1.5263157894736843,1.4473684210526316,0.0789473684210526,1.4736842105263157,0.4210526315789473,0.2105263157894736,0.3684210526315789,62.0,48.0,47.0,49.0,40.0,37.0,48.0,55.0,2.0
Spain LIGA BBVA,2008/2009,Athletic Club de Bilbao,38,47,62,12,8,18,44,1.236842105263158,1.631578947368421,-0.3947368421052631,1.1578947368421053,0.3157894736842105,0.2105263157894736,0.4736842105263157,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0,0.0
Spain LIGA BBVA,2008/2009,Atlético Madrid,38,80,57,20,7,11,67,2.1052631578947367,1.5,0.6052631578947368,1.763157894736842,0.5263157894736842,0.1842105263157894,0.2894736842105263,57.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0,1.0
Spain LIGA BBVA,2008/2009,CA Osasuna,38,41,47,10,13,15,43,1.0789473684210529,1.236842105263158,-0.1578947368421052,1.131578947368421,0.2631578947368421,0.3421052631578947,0.3947368421052631,38.0,52.0,55.0,59.0,54.0,47.0,52.0,69.0,1.0
Spain LIGA BBVA,2008/2009,CD Numancia,38,38,69,10,5,23,35,1.0,1.8157894736842104,-0.8157894736842105,0.9210526315789472,0.2631578947368421,0.131578947368421,0.6052631578947368,44.0,45.0,54.0,41.0,57.0,50.0,46.0,62.0,0.0
Spain LIGA BBVA,2008/2009,FC Barcelona,38,105,35,27,6,5,87,2.763157894736842,0.9210526315789472,1.8421052631578947,2.289473684210526,0.7105263157894737,0.1578947368421052,0.131578947368421,36.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0,0.0
Spain LIGA BBVA,2008/2009,Getafe CF,38,50,56,10,12,16,42,1.3157894736842106,1.4736842105263157,-0.1578947368421052,1.105263157894737,0.2631578947368421,0.3157894736842105,0.4210526315789473,34.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0,0.0
Spain LIGA BBVA,2008/2009,Málaga CF,38,55,59,15,10,13,55,1.4473684210526316,1.5526315789473684,-0.1052631578947368,1.4473684210526316,0.3947368421052631,0.2631578947368421,0.3421052631578947,42.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0,0.0
Spain LIGA BBVA,2008/2009,RC Deportivo de La Coruña,38,48,47,16,10,12,58,1.263157894736842,1.236842105263158,0.0263157894736842,1.5263157894736843,0.4210526315789473,0.2631578947368421,0.3157894736842105,53.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0,0.0
Spain LIGA BBVA,2008/2009,RC Recreativo,38,34,57,8,9,21,33,0.8947368421052632,1.5,-0.6052631578947368,0.868421052631579,0.2105263157894736,0.2368421052631578,0.5526315789473685,37.0,43.0,30.0,42.0,37.0,40.0,49.0,54.0,0.0
Spain LIGA BBVA,2008/2009,RCD Espanyol,38,46,49,12,11,15,47,1.2105263157894737,1.2894736842105263,-0.0789473684210526,1.236842105263158,0.3157894736842105,0.2894736842105263,0.3947368421052631,50.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,2.0
Spain LIGA BBVA,2008/2009,RCD Mallorca,38,53,60,14,9,15,51,1.394736842105263,1.5789473684210529,-0.1842105263157894,1.3421052631578947,0.3684210526315789,0.2368421052631578,0.3947368421052631,62.0,57.0,53.0,57.0,53.0,59.0,41.0,56.0,1.0
Spain LIGA BBVA,2008/2009,Racing Santander,38,49,48,12,10,16,46,1.2894736842105263,1.263157894736842,0.0263157894736842,1.2105263157894737,0.3157894736842105,0.2631578947368421,0.4210526315789473,48.0,47.0,53.0,53.0,53.0,51.0,47.0,53.0,0.0
Spain LIGA BBVA,2008/2009,Real Betis Balompié,38,51,58,10,12,16,42,1.3421052631578947,1.5263157894736843,-0.1842105263157894,1.105263157894737,0.2631578947368421,0.3157894736842105,0.4210526315789473,59.0,37.0,59.0,43.0,53.0,58.0,49.0,58.0,3.0
Spain LIGA BBVA,2008/2009,Real Madrid CF,38,83,52,25,3,10,78,2.1842105263157894,1.368421052631579,0.8157894736842105,2.0526315789473686,0.6578947368421053,0.0789473684210526,0.2631578947368421,50.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0,3.0
Spain LIGA BBVA,2008/2009,Real Sporting de Gijón,38,47,79,14,1,23,43,1.236842105263158,2.0789473684210527,-0.8421052631578947,1.131578947368421,0.3684210526315789,0.0263157894736842,0.6052631578947368,55.0,50.0,62.0,59.0,38.0,45.0,54.0,41.0,2.0
Spain LIGA BBVA,2008/2009,Real Valladolid,38,46,58,12,7,19,43,1.2105263157894737,1.5263157894736843,-0.3157894736842105,1.131578947368421,0.3157894736842105,0.1842105263157894,0.5,43.0,65.0,39.0,51.0,57.0,47.0,40.0,47.0,2.0
Spain LIGA BBVA,2008/2009,Sevilla FC,38,54,39,21,7,10,70,1.4210526315789471,1.0263157894736843,0.3947368421052631,1.8421052631578947,0.5526315789473685,0.1842105263157894,0.2631578947368421,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0,1.0
Spain LIGA BBVA,2008/2009,UD Almería,38,45,61,13,7,18,46,1.1842105263157894,1.605263157894737,-0.4210526315789473,1.2105263157894737,0.3421052631578947,0.1842105263157894,0.4736842105263157,46.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0,2.0
Spain LIGA BBVA,2008/2009,Valencia CF,38,68,54,18,8,12,62,1.7894736842105263,1.4210526315789471,0.3684210526315789,1.631578947368421,0.4736842105263157,0.2105263157894736,0.3157894736842105,35.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0,0.0
Spain LIGA BBVA,2008/2009,Villarreal CF,38,61,54,18,11,9,65,1.605263157894737,1.4210526315789471,0.1842105263157894,1.7105263157894737,0.4736842105263157,0.2894736842105263,0.2368421052631578,48.0,36.0,36.0,52.0,55.0,47.0,48.0,44.0,0.0
Spain LIGA BBVA,2009/2010,Athletic Club de Bilbao,38,50,53,15,9,14,54,1.3157894736842106,1.394736842105263,-0.0789473684210526,1.4210526315789471,0.3947368421052631,0.2368421052631578,0.3684210526315789,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0,0.0
Spain LIGA BBVA,2009/2010,Atlético Madrid,38,57,61,13,8,17,47,1.5,1.605263157894737,-0.1052631578947368,1.236842105263158,0.3421052631578947,0.2105263157894736,0.4473684210526316,57.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0,1.0
Spain LIGA BBVA,2009/2010,CA Osasuna,38,37,46,11,10,17,43,0.9736842105263158,1.2105263157894737,-0.2368421052631578,1.131578947368421,0.2894736842105263,0.2631578947368421,0.4473684210526316,38.0,52.0,55.0,59.0,54.0,47.0,52.0,69.0,1.0
Spain LIGA BBVA,2009/2010,CD Tenerife,38,40,74,9,9,20,36,1.0526315789473684,1.947368421052632,-0.8947368421052632,0.9473684210526316,0.2368421052631578,0.2368421052631578,0.5263157894736842,56.0,57.0,56.0,51.0,54.0,52.0,50.0,69.0,1.0
Spain LIGA BBVA,2009/2010,FC Barcelona,38,98,24,31,6,1,99,2.5789473684210527,0.631578947368421,1.947368421052632,2.6052631578947367,0.8157894736842105,0.1578947368421052,0.0263157894736842,36.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0,0.0
Spain LIGA BBVA,2009/2010,Getafe CF,38,58,48,17,7,14,58,1.5263157894736843,1.263157894736842,0.2631578947368421,1.5263157894736843,0.4473684210526316,0.1842105263157894,0.3684210526315789,34.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0,0.0
Spain LIGA BBVA,2009/2010,Málaga CF,38,42,48,7,16,15,37,1.105263157894737,1.263157894736842,-0.1578947368421052,0.9736842105263158,0.1842105263157894,0.4210526315789473,0.3947368421052631,42.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0,0.0
Spain LIGA BBVA,2009/2010,RC Deportivo de La Coruña,38,35,49,13,8,17,47,0.9210526315789472,1.2894736842105263,-0.3684210526315789,1.236842105263158,0.3421052631578947,0.2105263157894736,0.4473684210526316,53.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0,0.0
Spain LIGA BBVA,2009/2010,RCD Espanyol,38,29,46,11,11,16,44,0.7631578947368421,1.2105263157894737,-0.4473684210526316,1.1578947368421053,0.2894736842105263,0.2894736842105263,0.4210526315789473,50.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,2.0
Spain LIGA BBVA,2009/2010,RCD Mallorca,38,59,44,18,8,12,62,1.5526315789473684,1.1578947368421053,0.3947368421052631,1.631578947368421,0.4736842105263157,0.2105263157894736,0.3157894736842105,62.0,57.0,53.0,57.0,53.0,59.0,41.0,56.0,1.0
Spain LIGA BBVA,2009/2010,Racing Santander,38,42,59,9,12,17,39,1.105263157894737,1.5526315789473684,-0.4473684210526316,1.0263157894736843,0.2368421052631578,0.3157894736842105,0.4473684210526316,48.0,47.0,53.0,53.0,53.0,51.0,47.0,53.0,0.0
Spain LIGA BBVA,2009/2010,Real Madrid CF,38,102,35,31,3,4,96,2.6842105263157894,0.9210526315789472,1.763157894736842,2.526315789473684,0.8157894736842105,0.0789473684210526,0.1052631578947368,50.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0,3.0
Spain LIGA BBVA,2009/2010,Real Sporting de Gijón,38,36,51,9,13,16,40,0.9473684210526316,1.3421052631578947,-0.3947368421052631,1.0526315789473684,0.2368421052631578,0.3421052631578947,0.4210526315789473,55.0,50.0,62.0,59.0,38.0,45.0,54.0,41.0,2.0
Spain LIGA BBVA,2009/2010,Real Valladolid,38,37,62,7,15,16,36,0.9736842105263158,1.631578947368421,-0.6578947368421053,0.9473684210526316,0.1842105263157894,0.3947368421052631,0.4210526315789473,43.0,65.0,39.0,51.0,57.0,47.0,40.0,47.0,2.0
Spain LIGA BBVA,2009/2010,Real Zaragoza,38,46,64,10,11,17,41,1.2105263157894737,1.6842105263157894,-0.4736842105263157,1.0789473684210529,0.2631578947368421,0.2894736842105263,0.4473684210526316,52.0,50.0,52.0,56.0,57.0,48.0,43.0,49.0,2.0
Spain LIGA BBVA,2009/2010,Sevilla FC,38,65,49,19,6,13,63,1.7105263157894737,1.2894736842105263,0.4210526315789473,1.6578947368421053,0.5,0.1578947368421052,0.3421052631578947,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0,1.0
Spain LIGA BBVA,2009/2010,UD Almería,38,43,55,10,12,16,42,1.131578947368421,1.4473684210526316,-0.3157894736842105,1.105263157894737,0.2631578947368421,0.3157894736842105,0.4210526315789473,46.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0,2.0
Spain LIGA BBVA,2009/2010,Valencia CF,38,59,40,21,8,9,71,1.5526315789473684,1.0526315789473684,0.5,1.868421052631579,0.5526315789473685,0.2105263157894736,0.2368421052631578,35.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0,0.0
Spain LIGA BBVA,2009/2010,Villarreal CF,38,58,57,16,8,14,56,1.5263157894736843,1.5,0.0263157894736842,1.4736842105263157,0.4210526315789473,0.2105263157894736,0.3684210526315789,48.0,36.0,36.0,52.0,55.0,47.0,48.0,44.0,0.0
Spain LIGA BBVA,2009/2010,Xerez Club Deportivo,38,38,66,8,10,20,34,1.0,1.736842105263158,-0.7368421052631579,0.8947368421052632,0.2105263157894736,0.2631578947368421,0.5263157894736842,60.0,44.0,40.0,57.0,41.0,49.0,54.0,50.0,0.0
Spain LIGA BBVA,2010/2011,Athletic Club de Bilbao,38,59,55,18,4,16,58,1.5526315789473684,1.4473684210526316,0.1052631578947368,1.5263157894736843,0.4736842105263157,0.1052631578947368,0.4210526315789473,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0,0.0
Spain LIGA BBVA,2010/2011,Atlético Madrid,38,62,53,17,7,14,58,1.631578947368421,1.394736842105263,0.2368421052631578,1.5263157894736843,0.4473684210526316,0.1842105263157894,0.3684210526315789,57.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0,1.0
Spain LIGA BBVA,2010/2011,CA Osasuna,38,45,46,13,8,17,47,1.1842105263157894,1.2105263157894737,-0.0263157894736842,1.236842105263158,0.3421052631578947,0.2105263157894736,0.4473684210526316,38.0,52.0,55.0,59.0,54.0,47.0,52.0,69.0,1.0
Spain LIGA BBVA,2010/2011,FC Barcelona,38,95,21,30,6,2,96,2.5,0.5526315789473685,1.947368421052632,2.526315789473684,0.7894736842105263,0.1578947368421052,0.0526315789473684,36.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0,0.0
Spain LIGA BBVA,2010/2011,Getafe CF,38,49,60,12,8,18,44,1.2894736842105263,1.5789473684210529,-0.2894736842105263,1.1578947368421053,0.3157894736842105,0.2105263157894736,0.4736842105263157,34.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0,0.0
Spain LIGA BBVA,2010/2011,Hércules Club de Fútbol,38,36,60,9,8,21,35,0.9473684210526316,1.5789473684210529,-0.631578947368421,0.9210526315789472,0.2368421052631578,0.2105263157894736,0.5526315789473685,53.0,54.0,60.0,58.0,60.0,50.0,52.0,58.0,1.0
Spain LIGA BBVA,2010/2011,Levante UD,38,41,52,12,9,17,45,1.0789473684210529,1.368421052631579,-0.2894736842105263,1.1842105263157894,0.3157894736842105,0.2368421052631578,0.4473684210526316,62.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0,2.0
Spain LIGA BBVA,2010/2011,Málaga CF,38,54,68,13,7,18,46,1.4210526315789471,1.7894736842105263,-0.3684210526315789,1.2105263157894737,0.3421052631578947,0.1842105263157894,0.4736842105263157,42.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0,0.0
Spain LIGA BBVA,2010/2011,RC Deportivo de La Coruña,38,31,47,10,13,15,43,0.8157894736842105,1.236842105263158,-0.4210526315789473,1.131578947368421,0.2631578947368421,0.3421052631578947,0.3947368421052631,53.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0,0.0
Spain LIGA BBVA,2010/2011,RCD Espanyol,38,46,55,15,4,19,49,1.2105263157894737,1.4473684210526316,-0.2368421052631578,1.2894736842105263,0.3947368421052631,0.1052631578947368,0.5,50.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,2.0
Spain LIGA BBVA,2010/2011,RCD Mallorca,38,41,56,12,8,18,44,1.0789473684210529,1.4736842105263157,-0.3947368421052631,1.1578947368421053,0.3157894736842105,0.2105263157894736,0.4736842105263157,62.0,57.0,53.0,57.0,53.0,59.0,41.0,56.0,1.0
Spain LIGA BBVA,2010/2011,Racing Santander,38,41,56,12,10,16,46,1.0789473684210529,1.4736842105263157,-0.3947368421052631,1.2105263157894737,0.3157894736842105,0.2631578947368421,0.4210526315789473,48.0,47.0,53.0,53.0,53.0,51.0,47.0,53.0,0.0
Spain LIGA BBVA,2010/2011,Real Madrid CF,38,102,33,29,5,4,92,2.6842105263157894,0.868421052631579,1.8157894736842104,2.421052631578948,0.7631578947368421,0.131578947368421,0.1052631578947368,50.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0,3.0
Spain LIGA BBVA,2010/2011,Real Sociedad,38,49,66,14,3,21,45,1.2894736842105263,1.736842105263158,-0.4473684210526316,1.1842105263157894,0.3684210526315789,0.0789473684210526,0.5526315789473685,60.0,50.0,54.0,60.0,52.0,49.0,53.0,53.0,1.0
Spain LIGA BBVA,2010/2011,Real Sporting de Gijón,38,35,42,11,14,13,47,0.9210526315789472,1.105263157894737,-0.1842105263157894,1.236842105263158,0.2894736842105263,0.3684210526315789,0.3421052631578947,55.0,50.0,62.0,59.0,38.0,45.0,54.0,41.0,2.0
Spain LIGA BBVA,2010/2011,Real Zaragoza,38,40,53,12,9,17,45,1.0526315789473684,1.394736842105263,-0.3421052631578947,1.1842105263157894,0.3157894736842105,0.2368421052631578,0.4473684210526316,52.0,50.0,52.0,56.0,57.0,48.0,43.0,49.0,2.0
Spain LIGA BBVA,2010/2011,Sevilla FC,38,62,61,17,7,14,58,1.631578947368421,1.605263157894737,0.0263157894736842,1.5263157894736843,0.4473684210526316,0.1842105263157894,0.3684210526315789,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0,1.0
Spain LIGA BBVA,2010/2011,UD Almería,38,36,70,6,12,20,30,0.9473684210526316,1.8421052631578947,-0.8947368421052632,0.7894736842105263,0.1578947368421052,0.3157894736842105,0.5263157894736842,46.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0,2.0
Spain LIGA BBVA,2010/2011,Valencia CF,38,64,44,21,8,9,71,1.6842105263157894,1.1578947368421053,0.5263157894736842,1.868421052631579,0.5526315789473685,0.2105263157894736,0.2368421052631578,35.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0,0.0
Spain LIGA BBVA,2010/2011,Villarreal CF,38,54,44,18,8,12,62,1.4210526315789471,1.1578947368421053,0.2631578947368421,1.631578947368421,0.4736842105263157,0.2105263157894736,0.3157894736842105,48.0,36.0,36.0,52.0,55.0,47.0,48.0,44.0,0.0
Spain LIGA BBVA,2011/2012,Athletic Club de Bilbao,38,49,52,12,13,13,49,1.2894736842105263,1.368421052631579,-0.0789473684210526,1.2894736842105263,0.3157894736842105,0.3421052631578947,0.3421052631578947,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0,0.0
Spain LIGA BBVA,2011/2012,Atlético Madrid,38,53,46,15,11,12,56,1.394736842105263,1.2105263157894737,0.1842105263157894,1.4736842105263157,0.3947368421052631,0.2894736842105263,0.3157894736842105,57.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0,1.0
Spain LIGA BBVA,2011/2012,CA Osasuna,38,44,61,13,15,10,54,1.1578947368421053,1.605263157894737,-0.4473684210526316,1.4210526315789471,0.3421052631578947,0.3947368421052631,0.2631578947368421,38.0,52.0,55.0,59.0,54.0,47.0,52.0,69.0,1.0
Spain LIGA BBVA,2011/2012,FC Barcelona,38,114,29,28,7,3,91,3.0,0.7631578947368421,2.236842105263158,2.3947368421052637,0.7368421052631579,0.1842105263157894,0.0789473684210526,36.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0,0.0
Spain LIGA BBVA,2011/2012,Getafe CF,38,40,51,12,11,15,47,1.0526315789473684,1.3421052631578947,-0.2894736842105263,1.236842105263158,0.3157894736842105,0.2894736842105263,0.3947368421052631,34.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0,0.0
Spain LIGA BBVA,2011/2012,Granada CF,38,35,56,12,6,20,42,0.9210526315789472,1.4736842105263157,-0.5526315789473685,1.105263157894737,0.3157894736842105,0.1578947368421052,0.5263157894736842,57.0,59.0,61.0,63.0,51.0,48.0,45.0,62.0,1.0
Spain LIGA BBVA,2011/2012,Levante UD,38,54,50,16,7,15,55,1.4210526315789471,1.3157894736842106,0.1052631578947368,1.4473684210526316,0.4210526315789473,0.1842105263157894,0.3947368421052631,62.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0,2.0
Spain LIGA BBVA,2011/2012,Málaga CF,38,54,53,17,7,14,58,1.4210526315789471,1.394736842105263,0.0263157894736842,1.5263157894736843,0.4473684210526316,0.1842105263157894,0.3684210526315789,42.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0,0.0
Spain LIGA BBVA,2011/2012,RCD Espanyol,38,46,56,12,10,16,46,1.2105263157894737,1.4736842105263157,-0.2631578947368421,1.2105263157894737,0.3157894736842105,0.2631578947368421,0.4210526315789473,50.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,2.0
Spain LIGA BBVA,2011/2012,RCD Mallorca,38,42,46,14,10,14,52,1.105263157894737,1.2105263157894737,-0.1052631578947368,1.368421052631579,0.3684210526315789,0.2631578947368421,0.3684210526315789,62.0,57.0,53.0,57.0,53.0,59.0,41.0,56.0,1.0
Spain LIGA BBVA,2011/2012,Racing Santander,38,28,63,4,15,19,27,0.7368421052631579,1.6578947368421053,-0.9210526315789472,0.7105263157894737,0.1052631578947368,0.3947368421052631,0.5,48.0,47.0,53.0,53.0,53.0,51.0,47.0,53.0,0.0
Spain LIGA BBVA,2011/2012,Rayo Vallecano,38,53,73,13,4,21,43,1.394736842105263,1.9210526315789476,-0.5263157894736842,1.131578947368421,0.3421052631578947,0.1052631578947368,0.5526315789473685,29.0,44.0,44.0,44.0,47.0,54.0,52.0,63.0,0.0
Spain LIGA BBVA,2011/2012,Real Betis Balompié,38,47,56,13,8,17,47,1.236842105263158,1.4736842105263157,-0.2368421052631578,1.236842105263158,0.3421052631578947,0.2105263157894736,0.4473684210526316,59.0,37.0,59.0,43.0,53.0,58.0,49.0,58.0,3.0
Spain LIGA BBVA,2011/2012,Real Madrid CF,38,121,32,32,4,2,100,3.1842105263157894,0.8421052631578947,2.3421052631578947,2.631578947368421,0.8421052631578947,0.1052631578947368,0.0526315789473684,50.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0,3.0
Spain LIGA BBVA,2011/2012,Real Sociedad,38,46,52,12,11,15,47,1.2105263157894737,1.368421052631579,-0.1578947368421052,1.236842105263158,0.3157894736842105,0.2894736842105263,0.3947368421052631,60.0,50.0,54.0,60.0,52.0,49.0,53.0,53.0,1.0
Spain LIGA BBVA,2011/2012,Real Sporting de Gijón,38,42,69,10,7,21,37,1.105263157894737,1.8157894736842104,-0.7105263157894737,0.9736842105263158,0.2631578947368421,0.1842105263157894,0.5526315789473685,55.0,50.0,62.0,59.0,38.0,45.0,54.0,41.0,2.0
Spain LIGA BBVA,2011/2012,Real Zaragoza,38,36,61,12,7,19,43,0.9473684210526316,1.605263157894737,-0.6578947368421053,1.131578947368421,0.3157894736842105,0.1842105263157894,0.5,52.0,50.0,52.0,56.0,57.0,48.0,43.0,49.0,2.0
Spain LIGA BBVA,2011/2012,Sevilla FC,38,48,47,13,11,14,50,1.263157894736842,1.236842105263158,0.0263157894736842,1.3157894736842106,0.3421052631578947,0.2894736842105263,0.3684210526315789,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0,1.0
Spain LIGA BBVA,2011/2012,Valencia CF,38,59,44,17,10,11,61,1.5526315789473684,1.1578947368421053,0.3947368421052631,1.605263157894737,0.4473684210526316,0.2631578947368421,0.2894736842105263,35.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0,0.0
Spain LIGA BBVA,2011/2012,Villarreal CF,38,39,53,9,14,15,41,1.0263157894736843,1.394736842105263,-0.3684210526315789,1.0789473684210529,0.2368421052631578,0.3684210526315789,0.3947368421052631,48.0,36.0,36.0,52.0,55.0,47.0,48.0,44.0,0.0
Spain LIGA BBVA,2012/2013,Athletic Club de Bilbao,38,44,65,12,9,17,45,1.1578947368421053,1.7105263157894737,-0.5526315789473685,1.1842105263157894,0.3157894736842105,0.2368421052631578,0.4473684210526316,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0,0.0
